Gene_stable_ID	GC_content	NCBI_gene_ID	HGNC_symbol	HGNC_ID
ENSG00000221436	29.89	100302159	MIR548F3	HGNC:35307
ENSG00000207177	47.76			
ENSG00000164209	35.23	91137	SLC25A46	HGNC:25198
ENSG00000266756	50.00	100847001	MIR5680	HGNC:43492
ENSG00000254492	39.77			
ENSG00000048392	37.81	50484	RRM2B	HGNC:17296
ENSG00000284286	85.71	100313781	MIR718	HGNC:37317
ENSG00000116497	41.44	64766	S100PBP	HGNC:25768
ENSG00000169057	46.41	4204	MECP2	HGNC:6990
ENSG00000267683	43.13			
ENSG00000125482	44.83	7270	TTF1	HGNC:12397
ENSG00000267027	52.09			
ENSG00000267240	39.50			
ENSG00000252272	43.40		RNA5SP470	HGNC:43370
ENSG00000267014	49.10		LINC01532	HGNC:51272
ENSG00000254952	38.82		LINC02705	HGNC:54222
ENSG00000110077	40.17	64231	MS4A6A	HGNC:13375
ENSG00000266180	40.30	100423005	MIR4282	HGNC:38189
ENSG00000232422	52.71		KNOP1P4	HGNC:48922
ENSG00000220515	53.09		PGAM1P10	HGNC:42457
ENSG00000229154	38.95	100873997	KCNQ5-AS1	HGNC:40323
ENSG00000234025	58.11		RBPMS2P1	HGNC:50509
ENSG00000243501	41.99			
ENSG00000251360	53.21		KHDC1P1	HGNC:43757
ENSG00000288017	50.33			
ENSG00000256980	52.09	100129128	KHDC1L	HGNC:37274
ENSG00000169021	41.59	7386	UQCRFS1	HGNC:12587
ENSG00000267498	44.15	105372352		
ENSG00000135314	44.69	80759	KHDC1	HGNC:21366
ENSG00000248487	54.78	25864	ABHD14A	HGNC:24538
ENSG00000276251	52.05			
ENSG00000276631	35.23			
ENSG00000241604	54.39		RN7SL340P	HGNC:46356
ENSG00000287272	46.53			
ENSG00000188523	49.16	389799	CFAP77	HGNC:33776
ENSG00000201788	41.18			
ENSG00000264515	48.20	284395		
ENSG00000185610	37.28	440097	DBX2	HGNC:33186
ENSG00000257319	38.72			
ENSG00000160097	54.01	252995	FNDC5	HGNC:20240
ENSG00000257331	46.78		RACGAP1P1	HGNC:24689
ENSG00000267574	47.81			
ENSG00000257572	36.09		SSBL3P	HGNC:54984
ENSG00000266248	54.43			
ENSG00000199556	45.76		RNA5SP361	HGNC:43261
ENSG00000287386	42.27			
ENSG00000279387	50.24			
ENSG00000134297	41.34	51054	PLEKHA8P1	HGNC:30222
ENSG00000187135	51.20	342865	VSTM2B	HGNC:33595
ENSG00000257738	53.88			
ENSG00000229852	45.59			
ENSG00000270779	38.37			
ENSG00000248966	41.57		BCLAF1P1	HGNC:51329
ENSG00000248428	38.09			
ENSG00000252521	32.00		RNU5D-2P	HGNC:42534
ENSG00000125492	58.32	56751	BARHL1	HGNC:953
ENSG00000251627	53.87			
ENSG00000145777	43.11	85480	TSLP	HGNC:30743
ENSG00000114786	55.64	100526760	ABHD14A-ACY1	HGNC:38856
ENSG00000105171	50.37	10775	POP4	HGNC:30081
ENSG00000177119	39.39	196527	ANO6	HGNC:25240
ENSG00000239626	44.42		RPSAP41	HGNC:36663
ENSG00000234882	39.97		EIF3EP1	HGNC:6102
ENSG00000223389	51.14		SDCBP2P1	HGNC:44685
ENSG00000226840	44.31		PAICSP3	HGNC:38096
ENSG00000203909	54.70	340168	DPPA5	HGNC:19201
ENSG00000121905	57.12	3208	HPCA	HGNC:5144
ENSG00000125485	44.73	64794	DDX31	HGNC:16715
ENSG00000203908	58.65	154288	KHDC3L	HGNC:33699
ENSG00000203907	45.33	441161	OOEP	HGNC:21382
ENSG00000258376	54.40			
ENSG00000253613	39.39			
ENSG00000252839	47.62		RNU6-419P	HGNC:47382
ENSG00000258944	47.74			
ENSG00000134987	33.98	134430	WDR36	HGNC:30696
ENSG00000121900	57.33	113452	TMEM54	HGNC:24143
ENSG00000231332	44.75		OOEP-AS1	HGNC:39192
ENSG00000133961	40.48	8650	NUMB	HGNC:8060
ENSG00000235174	41.67		RPL39P3	HGNC:21383
ENSG00000224221	42.60		RPS6P8	HGNC:36999
ENSG00000080007	40.78	55510	DDX43	HGNC:18677
ENSG00000110079	38.48	51338	MS4A4A	HGNC:13371
ENSG00000264304	53.20			
ENSG00000266642	53.15			
ENSG00000287691	43.95			
ENSG00000167536	54.99	147015	DHRS13	HGNC:28326
ENSG00000116514	44.50	127544	RNF19B	HGNC:26886
ENSG00000166289	56.05	79156	PLEKHF1	HGNC:20764
ENSG00000102076	52.59	5956	OPN1LW	HGNC:9936
ENSG00000164430	42.47	115004	CGAS	HGNC:21367
ENSG00000131943	50.38	83636	C19orf12	HGNC:25443
ENSG00000125484	42.28	9329	GTF3C4	HGNC:4667
ENSG00000277008	50.30		TEX28P2	HGNC:33357
ENSG00000165695	47.94	158067	AK8	HGNC:26526
ENSG00000268221	53.21	2652	OPN1MW	HGNC:4206
ENSG00000246263	39.83		UBR5-AS1	HGNC:51661
ENSG00000253328	46.72		SUMO2P19	HGNC:49357
ENSG00000135297	42.61	25821	MTO1	HGNC:19261
ENSG00000250728	43.23			
ENSG00000286867	53.77			
ENSG00000214787	39.28	643680	MS4A4E	HGNC:14284
ENSG00000214784	42.35		RPS3AP21	HGNC:36841
ENSG00000104517	38.31	51366	UBR5	HGNC:16806
ENSG00000105173	47.23	898	CCNE1	HGNC:1589
ENSG00000152495	37.31	814	CAMK4	HGNC:1464
ENSG00000222268	55.36		RNA5SP425	HGNC:43325
ENSG00000262038	44.02			
ENSG00000259866	41.91			
ENSG00000278966	63.78			
ENSG00000261336	46.69		EIF4BP5	HGNC:37938
ENSG00000224992	54.57			
ENSG00000217644	54.37			
ENSG00000259918	41.98		NDUFA5P11	HGNC:48853
ENSG00000261231	40.87	101927132	LINC02133	HGNC:52993
ENSG00000165698	53.54	11092	SPACA9	HGNC:1367
ENSG00000239670	53.67			
ENSG00000236065	46.18			
ENSG00000109118	46.18	57649	PHF12	HGNC:20816
ENSG00000274962	50.26		TEX28P1	HGNC:33356
ENSG00000260497	36.62			
ENSG00000261325	43.61	100507534	LINC02192	HGNC:53054
ENSG00000166160	52.91	728458	OPN1MW2	HGNC:26952
ENSG00000260450	39.48		LINC02134	HGNC:52994
ENSG00000243989	57.27	95	ACY1	HGNC:177
ENSG00000004455	46.32	204	AK2	HGNC:362
ENSG00000288026	44.48			
ENSG00000261017	45.23			
ENSG00000140798	47.26	94160	ABCC12	HGNC:14640
ENSG00000275344	56.98	102465250	MIR6503	HGNC:49968
ENSG00000166926	41.19	245802	MS4A6E	HGNC:14285
ENSG00000165699	43.24	7248	TSC1	HGNC:12362
ENSG00000277009	50.29			
ENSG00000269433	53.18	101060233	OPN1MW3	HGNC:51831
ENSG00000166927	40.71	58475	MS4A7	HGNC:13378
ENSG00000286538	52.24			
ENSG00000267433	78.16			
ENSG00000278895	46.01			
ENSG00000267258	47.46		PPIAP58	HGNC:53682
ENSG00000278057	49.91	1527	TEX28	HGNC:2563
ENSG00000105176	37.88	8725	URI1	HGNC:13236
ENSG00000007350	48.27	8277	TKTL1	HGNC:11835
ENSG00000259316	40.41			
ENSG00000249318	39.94			
ENSG00000248268	36.84			
ENSG00000164211	36.15	134429	STARD4	HGNC:18058
ENSG00000214362	40.00		RPS3AP36	HGNC:35596
ENSG00000059573	43.15	5832	ALDH18A1	HGNC:9722
ENSG00000166928	38.93	84689	MS4A14	HGNC:30706
ENSG00000242100	43.23		RPL9P32	HGNC:36418
ENSG00000267006	31.29			
ENSG00000267692	43.31		TAF9P3	HGNC:30678
ENSG00000276645	49.86			
ENSG00000266910	41.90			
ENSG00000119977	39.92	26123	TCTN3	HGNC:24519
ENSG00000287859	45.54			
ENSG00000142920	46.14	113451	AZIN2	HGNC:29957
ENSG00000288072	50.14			
ENSG00000267223	53.85			
ENSG00000198597	46.30	9745	ZNF536	HGNC:29025
ENSG00000252774	44.38			
ENSG00000166803	43.33	9768	PCLAF	HGNC:28961
ENSG00000280061	45.60			
ENSG00000267760	49.35			
ENSG00000265845	43.43	101927018		
ENSG00000267081	45.87			
ENSG00000278351	29.92			
ENSG00000261316	41.95	107985280	LINC01834	HGNC:52648
ENSG00000257368	44.43			
ENSG00000267378	36.79			
ENSG00000265908	42.40			
ENSG00000166930	39.77	64232	MS4A5	HGNC:13374
ENSG00000284430	45.84			
ENSG00000231830	51.02			
ENSG00000257657	39.36			
ENSG00000179761	51.43	51268	PIPOX	HGNC:17804
ENSG00000121297	44.22	57616	TSHZ3	HGNC:30700
ENSG00000283545	48.57			
ENSG00000273015	38.04			
ENSG00000196924	62.28	2316	FLNA	HGNC:3754
ENSG00000267777	40.88	107985312	LINC01791	HGNC:52581
ENSG00000189079	36.08	196528	ARID2	HGNC:18037
ENSG00000156738	40.02	931	MS4A1	HGNC:7315
ENSG00000267662	47.93			
ENSG00000278875	42.73			
ENSG00000267636	43.71			
ENSG00000246859	39.54	100505678	STARD4-AS1	HGNC:44117
ENSG00000267599	51.99			
ENSG00000267407	43.12	105372360	LINC02841	HGNC:54376
ENSG00000261400	43.74			
ENSG00000103671	42.11	9325	TRIP4	HGNC:12310
ENSG00000267465	45.20	100507527		
ENSG00000249619	41.30		HMGN1P13	HGNC:39357
ENSG00000251099	46.63			
ENSG00000134986	38.48	9315	NREP	HGNC:16834
ENSG00000285006	40.86			
ENSG00000063015	54.21	124925	SEZ6	HGNC:15955
ENSG00000278997	49.12			
ENSG00000116525	51.85	55223	TRIM62	HGNC:25574
ENSG00000284930	42.69	101928143		
ENSG00000071203	39.32	54860	MS4A12	HGNC:13370
ENSG00000138185	40.86	953	ENTPD1	HGNC:3363
ENSG00000251393	44.88			
ENSG00000187105	46.19	399671	HEATR4	HGNC:16761
ENSG00000252780	48.11		RNA5SP471	HGNC:43371
ENSG00000201894	31.48		RNU6-967P	HGNC:47930
ENSG00000267489	42.50		LINC01837	HGNC:52653
ENSG00000279179	54.03			
ENSG00000284721	38.75			
ENSG00000160094	50.58	149076	ZNF362	HGNC:18079
ENSG00000206781	40.35			
ENSG00000204979	37.88	503497	MS4A13	HGNC:16674
ENSG00000180357	42.67	23060	ZNF609	HGNC:29003
ENSG00000278475	33.05			
ENSG00000265093	50.00		RN7SL246P	HGNC:46262
ENSG00000270429	48.60		KNOP1P2	HGNC:48920
ENSG00000270115	48.19			
ENSG00000184389	54.19	127550	A3GALT2	HGNC:30005
ENSG00000139218	36.52	9169	SCAF11	HGNC:10784
ENSG00000170468	58.61	79697	RIOX1	HGNC:20968
ENSG00000225313	49.33			
ENSG00000258443	47.07			
ENSG00000258695	45.65			
ENSG00000267779	45.81	100996665	LINC01533	HGNC:51274
ENSG00000184227	49.34	641371	ACOT1	HGNC:33128
ENSG00000259682	45.14			
ENSG00000248415	52.04		GAPDHP61	HGNC:4155
ENSG00000243403	52.59			
ENSG00000239465	44.91			
ENSG00000207223	39.22			
ENSG00000134686	45.03	1912	PHC2	HGNC:3183
ENSG00000207162	39.25		RNU6-549P	HGNC:47512
ENSG00000283601	35.56		MS4A19P	HGNC:53877
ENSG00000180304	47.83	4947	OAZ2	HGNC:8096
ENSG00000181995	38.98	283197	LINC00301	HGNC:28603
ENSG00000258408	58.29		NT5CP2	HGNC:20047
ENSG00000226688	39.50	728558	ENTPD1-AS1	HGNC:45203
ENSG00000258603	46.99			
ENSG00000267204	47.61	101927411	LINC01782	HGNC:52572
ENSG00000119673	48.61	10965	ACOT2	HGNC:18431
ENSG00000267133	46.27			
ENSG00000286041	42.66			
ENSG00000261538	47.62			
ENSG00000200738	51.26		RNA5SP472	HGNC:43372
ENSG00000168813	39.82	22847	ZNF507	HGNC:23783
ENSG00000121270	45.60	85320	ABCC11	HGNC:14639
ENSG00000258524	58.74		NT5CP1	HGNC:20046
ENSG00000279026	45.98			
ENSG00000177465	48.25	122970	ACOT4	HGNC:19748
ENSG00000166959	45.71	83661	MS4A8	HGNC:13380
ENSG00000205669	47.45	641372	ACOT6	HGNC:33159
ENSG00000258972	52.84		NDUFB8P1	HGNC:20023
ENSG00000263613	50.78			
ENSG00000238007	47.51			
ENSG00000119661	40.53	83544	DNAL1	HGNC:23247
ENSG00000263781	46.84			
ENSG00000240527	41.13			
ENSG00000270099	39.76			
ENSG00000196535	53.73	399687	MYO18A	HGNC:31104
ENSG00000239397	49.85			
ENSG00000188649	38.10	387707	CC2D2B	HGNC:31666
ENSG00000111371	39.96	81539	SLC38A1	HGNC:13447
ENSG00000267213	44.48	400684		
ENSG00000178904	40.45	147991	DPY19L3	HGNC:27120
ENSG00000214782	46.94	728588	MS4A18	HGNC:37636
ENSG00000166961	50.14	219995	MS4A15	HGNC:28573
ENSG00000251907	45.36		RNU6-240P	HGNC:47203
ENSG00000265967	42.96			
ENSG00000258660	41.71			
ENSG00000176903	53.73	9240	PNMA1	HGNC:9158
ENSG00000264937	39.17			
ENSG00000259635	48.46			
ENSG00000166831	52.72	348093	RBPMS2	HGNC:19098
ENSG00000284154	55.00	100500853	MIR3605	HGNC:38922
ENSG00000222112	54.18		RN7SKP16	HGNC:45740
ENSG00000233246	45.95	101929464	PHC2-AS1	HGNC:40205
ENSG00000234512	56.32		TLR12P	HGNC:31754
ENSG00000156030	51.27	91748	MIDEAS	HGNC:19853
ENSG00000121903	43.31	7579	ZSCAN20	HGNC:13093
ENSG00000253057	44.71		RN7SKP57	HGNC:45781
ENSG00000249439	33.27		HMGN1P14	HGNC:39358
ENSG00000250095	38.33	100873948	NREP-AS1	HGNC:40780
ENSG00000129595	39.29	64097	EPB41L4A	HGNC:13278
ENSG00000235907	39.40			
ENSG00000221033	48.06	100302184	MIR1272	HGNC:35339
ENSG00000140451	55.24	80119	PIF1	HGNC:26220
ENSG00000121904	45.21	114784	CSMD2	HGNC:19290
ENSG00000227805	43.35		RPL21P90	HGNC:35548
ENSG00000107443	39.76	54619	CCNJ	HGNC:23434
ENSG00000272037	36.85			
ENSG00000253923	45.54			
ENSG00000221387	44.44		RNU6ATAC8P	HGNC:46907
ENSG00000271612	45.63		HSPE1P14	HGNC:49333
ENSG00000240724	48.57		RPS12P15	HGNC:35610
ENSG00000253633	43.73	107986898		
ENSG00000252593	35.35		RNU6-1224P	HGNC:48187
ENSG00000162244	53.83	6159	RPL29	HGNC:10331
ENSG00000155087	43.79	4956	ODF1	HGNC:8113
ENSG00000172689	51.98	341116	MS4A10	HGNC:13368
ENSG00000253382	55.53		POU5F1P2	HGNC:33309
ENSG00000155090	47.85	7071	KLF10	HGNC:11810
ENSG00000255845	52.00			
ENSG00000255959	53.60			
ENSG00000256813	54.88			
ENSG00000266407	56.47	100422892	MIR3157	HGNC:38172
ENSG00000200728	45.71		RNU6-271P	HGNC:47234
ENSG00000110104	54.70	79080	CCDC86	HGNC:28359
ENSG00000287009	49.53			
ENSG00000177853	38.02	9849	ZNF518A	HGNC:29009
ENSG00000183134	56.64	11251	PTGDR2	HGNC:4502
ENSG00000264741	68.49	100616158	MIR4505	HGNC:41743
ENSG00000259065	46.14			
ENSG00000149506	55.31	22917	ZP1	HGNC:13187
ENSG00000258586	42.26	100506498	LINC02274	HGNC:53190
ENSG00000270576	45.56			
ENSG00000140043	42.10	145482	PTGR2	HGNC:20149
ENSG00000102910	39.56	83752	LONP2	HGNC:20598
ENSG00000283959	46.26			
ENSG00000250684	45.25		ADI1P2	HGNC:52340
ENSG00000253669	57.53		GASAL1	HGNC:53461
ENSG00000105185	45.21	9141	PDCD5	HGNC:8764
ENSG00000095585	42.63	29760	BLNK	HGNC:14211
ENSG00000224032	43.93		EPB41L4A-AS1	HGNC:30749
ENSG00000155096	40.81	51582	AZIN1	HGNC:16432
ENSG00000285685	60.74			
ENSG00000164086	59.39	1849	DUSP7	HGNC:3073
ENSG00000238363	40.60	654322	SNORA13	HGNC:32601
ENSG00000110107	46.54	27339	PRPF19	HGNC:17896
ENSG00000250882	36.84			
ENSG00000251187	39.82			
ENSG00000251076	38.33	101927023		
ENSG00000248350	40.28			
ENSG00000164087	51.67	25886	POC1A	HGNC:24488
ENSG00000278921	61.82	54508	EPB41L4A-DT	HGNC:25643
ENSG00000248430	45.30		HMGB3P16	HGNC:39308
ENSG00000251014	50.09			
ENSG00000250358	41.58		LINC02200	HGNC:53066
ENSG00000134982	37.63	324	APC	HGNC:583
ENSG00000241839	53.96	80301	PLEKHO2	HGNC:30026
ENSG00000105186	48.98	84079	ANKRD27	HGNC:25310
ENSG00000237737	43.61	100189589	DCTN1-AS1	HGNC:44151
ENSG00000249240	50.96			
ENSG00000159239	46.04			
ENSG00000234521	46.72			
ENSG00000287494	46.08			
ENSG00000284308	53.17	388963	C2orf81	HGNC:34350
ENSG00000166839	46.76	348094	ANKDD1A	HGNC:28002
ENSG00000286419	54.35			
ENSG00000258653	41.81			
ENSG00000242849	53.40		ALDOAP1	HGNC:415
ENSG00000023330	45.47	211	ALAS1	HGNC:396
ENSG00000286623	55.59			
ENSG00000233155	59.50		HMGA1P8	HGNC:39183
ENSG00000223300	41.90			
ENSG00000273711	39.77			
ENSG00000005448	54.68	84058	WDR54	HGNC:25770
ENSG00000119725	41.75	57862	ZNF410	HGNC:20144
ENSG00000257052	43.36			
ENSG00000256944	48.70			
ENSG00000110108	51.06	79073	TMEM109	HGNC:28771
ENSG00000256196	53.25			
ENSG00000006118	58.71	54972	TMEM132A	HGNC:31092
ENSG00000240793	52.60		UBA52P8	HGNC:35625
ENSG00000280067	41.88			
ENSG00000196470	45.20	6477	SIAH1	HGNC:10857
ENSG00000275909	56.38			
ENSG00000261802	52.93			
ENSG00000260688	31.49			
ENSG00000260347	56.20		MOCS1P1	HGNC:7191
ENSG00000102921	42.34	9683	N4BP1	HGNC:29850
ENSG00000280003	53.98			
ENSG00000239732	61.10	54106	TLR9	HGNC:15633
ENSG00000173366	60.17			
ENSG00000114993	53.87	6242	RTKN	HGNC:10466
ENSG00000275332	45.50			
ENSG00000110446	52.91	51296	SLC15A3	HGNC:18068
ENSG00000274383	41.92			
ENSG00000090487	44.04	51324	SPG21	HGNC:20373
ENSG00000247596	57.04	11344	TWF2	HGNC:9621
ENSG00000253385	38.12			
ENSG00000253320	43.80		MAILR	HGNC:51558
ENSG00000261267	38.93			
ENSG00000227000	39.93		HSPD1P14	HGNC:35143
ENSG00000243609	55.79		RPS2P44	HGNC:35811
ENSG00000176256	45.45	127540	HMGB4	HGNC:24954
ENSG00000260033	38.38			
ENSG00000259912	49.80			
ENSG00000260086	41.97			
ENSG00000260052	47.56			
ENSG00000231163	42.56	402779	CSMD2-AS1	HGNC:40882
ENSG00000272545	40.52			
ENSG00000243224	54.35	101929054		
ENSG00000260726	49.86		KLF8P1	HGNC:41520
ENSG00000222170	32.65		RNU6-257P	HGNC:47220
ENSG00000260184	36.08			
ENSG00000207023	38.10		RNU6-975P	HGNC:47938
ENSG00000164088	58.31	132160	PPM1M	HGNC:26506
ENSG00000260067	28.83		MTND4LP25	HGNC:42259
ENSG00000271986	55.90		RN7SL827P	HGNC:46843
ENSG00000253263	45.07			
ENSG00000244052	42.82		RPL5P24	HGNC:35828
ENSG00000287469	42.41			
ENSG00000201388	49.62	109616972	SNORA68B	HGNC:52213
ENSG00000156508	42.73	1915	EEF1A1	HGNC:3189
ENSG00000242325	50.25		RPS12P31	HGNC:35578
ENSG00000201216	40.82			
ENSG00000253663	37.71		NPM1P52	HGNC:45231
ENSG00000242436	56.31		RN7SL789P	HGNC:46805
ENSG00000254236	52.90			
ENSG00000267557	47.52			
ENSG00000261421	37.00			
ENSG00000155097	38.39	528	ATP6V1C1	HGNC:856
ENSG00000261815	45.02			
ENSG00000186326	61.07	388531	RGS9BP	HGNC:30304
ENSG00000250045	38.91		CBX3P3	HGNC:42875
ENSG00000212370	42.99		RNU6-482P	HGNC:47445
ENSG00000258864	39.75			
ENSG00000102924	56.88	869	CBLN1	HGNC:1543
ENSG00000267475	46.98			
ENSG00000213965	46.13	390916	NUDT19	HGNC:32036
ENSG00000153037	41.89	6728	SRP19	HGNC:11300
ENSG00000013725	49.93	923	CD6	HGNC:1691
ENSG00000267567	48.07			
ENSG00000173809	44.86	91646	TDRD12	HGNC:25044
ENSG00000201148	49.57		RNA5SP42	HGNC:42818
ENSG00000142698	47.51	84970	C1orf94	HGNC:28250
ENSG00000229417	40.98		NPM1P25	HGNC:45204
ENSG00000229418	42.82			
ENSG00000279249	42.26			
ENSG00000107447	42.58	1791	DNTT	HGNC:2983
ENSG00000165702	49.15	8328	GFI1B	HGNC:4238
ENSG00000274591	35.05			
ENSG00000134294	38.31	54407	SLC38A2	HGNC:13448
ENSG00000115274	53.01	83444	INO80B	HGNC:13324
ENSG00000270241	45.62			
ENSG00000287703	44.33			
ENSG00000207941	37.50	693137	MIR552	HGNC:32808
ENSG00000163866	47.94	113444	SMIM12	HGNC:25154
ENSG00000164091	44.88	80335	WDR82	HGNC:28826
ENSG00000197430	41.61	93377	OPALIN	HGNC:20707
ENSG00000221995	52.56	9220	TIAF1	HGNC:11803
ENSG00000263709	50.29			
ENSG00000253795	35.21		MTND1P5	HGNC:42104
ENSG00000189280	54.15	2709	GJB5	HGNC:4287
ENSG00000264050	58.60			
ENSG00000178082	39.47		TWF1P1	HGNC:21736
ENSG00000108255	45.09	1411	CRYBA1	HGNC:2394
ENSG00000253556	38.70		MTCO1P4	HGNC:50350
ENSG00000189433	55.91	127534	GJB4	HGNC:4286
ENSG00000253977	34.01		MTCO2P4	HGNC:50349
ENSG00000129625	41.56	7905	REEP5	HGNC:30077
ENSG00000267245	59.34			
ENSG00000250929	43.24		LINC01181	HGNC:25533
ENSG00000255811	50.60			
ENSG00000021488	46.63	11136	SLC7A9	HGNC:11067
ENSG00000188910	56.94	2707	GJB3	HGNC:4285
ENSG00000263816	41.54	100846992	MIR548AW	HGNC:43454
ENSG00000234907	37.58			
ENSG00000236939	46.71	157556	BAALC-AS2	HGNC:28595
ENSG00000238558	38.71		RNU7-21P	HGNC:34117
ENSG00000199150	50.00	406890	MIRLET7G	HGNC:31485
ENSG00000196205	48.31		EEF1A1P5	HGNC:3200
ENSG00000168237	56.80	132158	GLYCTK	HGNC:24247
ENSG00000108256	41.64	57532	NUFIP2	HGNC:17634
ENSG00000274049	54.58		INO80B-WBP1	HGNC:49199
ENSG00000148308	51.81	9328	GTF3C5	HGNC:4668
ENSG00000164929	42.75	79870	BAALC	HGNC:14333
ENSG00000103707	40.00	123263	MTFMT	HGNC:29666
ENSG00000187513	59.33	2701	GJA4	HGNC:4278
ENSG00000258891	41.85			
ENSG00000239779	55.98	23559	WBP1	HGNC:12737
ENSG00000270140	40.27			
ENSG00000199472	39.29			
ENSG00000230163	46.75			
ENSG00000156050	46.72	145483	FAM161B	HGNC:19854
ENSG00000116544	48.62	58512	DLGAP3	HGNC:30368
ENSG00000247081	41.08	105369147	BAALC-AS1	HGNC:50461
ENSG00000239256	45.45		RPL35AP35	HGNC:36677
ENSG00000285018	56.37			
ENSG00000266111	44.26			
ENSG00000264808	45.83			
ENSG00000242797	57.65		GLYCTK-AS1	HGNC:41043
ENSG00000102119	61.75	2010	EMD	HGNC:3331
ENSG00000222363	44.35		RNU4-34P	HGNC:46970
ENSG00000284773	50.52			
ENSG00000160551	41.05	57551	TAOK1	HGNC:29259
ENSG00000207926	52.22	406925	MIR135A1	HGNC:31520
ENSG00000241014	55.59	653160	GPR199P	HGNC:55170
ENSG00000119723	45.54	51004	COQ6	HGNC:20233
ENSG00000114841	55.25	25981	DNAH1	HGNC:2940
ENSG00000095587	46.43	7093	TLL2	HGNC:11844
ENSG00000265657	64.47	100422992	MIR3151	HGNC:38266
ENSG00000270218	38.37			
ENSG00000253851	42.81			
ENSG00000186198	47.76	123264	SLC51B	HGNC:29956
ENSG00000271741	39.80			
ENSG00000164930	37.65	8323	FZD6	HGNC:4044
ENSG00000249947	49.23		XBP1P1	HGNC:12802
ENSG00000212643	47.41		ZRSR2P1	HGNC:12456
ENSG00000280189	46.15			
ENSG00000172795	37.78	167227	DCP2	HGNC:24452
ENSG00000166152	42.25	123970	C16orf78	HGNC:28479
ENSG00000243749	51.77	100506144	TMEM35B	HGNC:40021
ENSG00000277351	52.36			
ENSG00000103710	52.14	51285	RASL12	HGNC:30289
ENSG00000262950	42.69			
ENSG00000163867	38.78	9204	ZMYM6	HGNC:13050
ENSG00000263110	55.48			
ENSG00000261623	51.38	101927228	LINC02179	HGNC:53041
ENSG00000102935	50.74	23090	ZNF423	HGNC:16762
ENSG00000147403	54.28	6134	RPL10	HGNC:10298
ENSG00000234438	60.04	390594	KBTBD13	HGNC:37227
ENSG00000278737	48.55			
ENSG00000246922	48.84	390595	UBAP1L	HGNC:40028
ENSG00000258096	59.89			
ENSG00000115275	57.90	7841	MOGS	HGNC:24862
ENSG00000257261	38.47			
ENSG00000207153	42.06		RNU6-933P	HGNC:47896
ENSG00000256733	49.23			
ENSG00000286337	42.80			
ENSG00000164932	39.87	115908	CTHRC1	HGNC:18831
ENSG00000110448	52.91	921	CD5	HGNC:1685
ENSG00000259258	42.70			
ENSG00000077147	37.03	56889	TM9SF3	HGNC:21529
ENSG00000090470	45.71	10081	PDCD7	HGNC:8767
ENSG00000257496	36.46			
ENSG00000275481	37.51			
ENSG00000284162	76.81	100616122	MIR4523	HGNC:41583
ENSG00000253064	38.68		RNU6-711P	HGNC:47674
ENSG00000278896	41.06			
ENSG00000202205	43.56		RNU6-1034P	HGNC:47997
ENSG00000168792	52.60	116236	ABHD15	HGNC:26971
ENSG00000272369	38.78			
ENSG00000267555	51.07			
ENSG00000272963	35.88		OR7A19P	HGNC:15337
ENSG00000201967	55.97		RN7SKP22	HGNC:45746
ENSG00000271642	45.88		MARK3P1	HGNC:50312
ENSG00000139209	36.56	55089	SLC38A4	HGNC:14679
ENSG00000121289	45.48	84902	CEP89	HGNC:25907
ENSG00000264031	48.97		ABHD15-AS1	HGNC:49685
ENSG00000197056	41.67	79830	ZMYM1	HGNC:26253
ENSG00000171444	41.55	4163	MCC	HGNC:6935
ENSG00000167987	49.88	55048	VPS37C	HGNC:26097
ENSG00000167543	63.48	90313	TP53I13	HGNC:25102
ENSG00000166855	40.00	10845	CLPX	HGNC:2088
ENSG00000266289	31.92			
ENSG00000207399	39.25		RNU6-1011P	HGNC:47974
ENSG00000164933	36.96	81034	SLC25A32	HGNC:29683
ENSG00000286883	48.72			
ENSG00000204822	58.50	116540	MRPL53	HGNC:16684
ENSG00000279549	52.47			
ENSG00000229859	53.02	643834	PGA3	HGNC:8885
ENSG00000260089	36.90		ADAM3B	HGNC:210
ENSG00000260024	53.36		MRPS21P7	HGNC:29754
ENSG00000280131	41.12			
ENSG00000259978	53.62		MRPS21P8	HGNC:29755
ENSG00000275155	49.11			
ENSG00000279842	56.52			
ENSG00000261751	54.92			
ENSG00000244551	53.54		RPL34P29	HGNC:35631
ENSG00000135637	52.12	84865	CCDC142	HGNC:25889
ENSG00000283365	45.18		NCOA5LP	HGNC:55095
ENSG00000205423	40.53	255919	CNEP1R1	HGNC:26759
ENSG00000285982	38.52			
ENSG00000164934	37.09	25879	DCAF13	HGNC:24535
ENSG00000274723	40.38			
ENSG00000139211	44.65	347902	AMIGO2	HGNC:24073
ENSG00000179715	39.92	91523	PCED1B	HGNC:28255
ENSG00000280195	60.34			
ENSG00000207165	56.30	26778	SNORA70	HGNC:10231
ENSG00000239988	43.87		RPL31P60	HGNC:36123
ENSG00000258352	37.45		IFITM3P6	HGNC:54545
ENSG00000013563	54.46	1774	DNASE1L1	HGNC:2957
ENSG00000250062	35.79	101929064	MAPK10-AS1	HGNC:40359
ENSG00000263838	53.75	100616486	MIR4698	HGNC:41867
ENSG00000239557	38.75		PPP2R5CP	HGNC:17835
ENSG00000247774	42.57	100233209	PCED1B-AS1	HGNC:44166
ENSG00000131944	49.16	91442	FAAP24	HGNC:28467
